userName,content,score,at,appVersion,text,label,sentiment
Dedy Kristiawan,Tolong titik map di update agar lebih akurat,0.9745000004768372,2022-08-13 07:01:13,4.49.2,"Translated(src=id, dest=en, text=b'Please update the map points to make them more accurate', pronunciation=b'Please update the map points to make them more accurate', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9745000004768372}]"
DIAN TRISNA YULIANTO,Mengecewakan,0.9997761845588684,2022-08-12 12:01:16,4.49.2,"Translated(src=id, dest=en, text=b'Disappointing', pronunciation=b'Disappointing', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997761845588684}]"
Neyla Vega,Keluar keluar sndiri stres,0.8047325611114502,2022-08-13 12:59:37,4.49.2,"Translated(src=id, dest=en, text=Get out of your stress alone', pronunciation=Get out of your stress alone', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8047325611114502}]"
Nabila Nurfasha,Jelek tadinya gak ada masalah Cma sekarang gak bisa dipake mau beli makan atau pesen gojek tulista telah terdeteksi kejanggalan mulu Mau bikin akun baru juga gak bisa sampah bgt,0.9994140863418579,2022-08-11 13:13:42,4.49.2,"Translated(src=id, dest=en, text=b'It's bad, there wasn't a problem before, but now I can't use it to buy food or order a Gojek, I've detected irregularities, I always want to create a new account, it doesn't work, it's really rubbish', pronunciation=b'It's bad, there wasn't a problem before, but now I can't use it to buy food or order a Gojek, I've detected irregularities, I always want to create a new account, it doesn't work, it's really rubbish', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994140863418579}]"
Ratna Muzdalifah,Penanganan lma,0.9968975782394409,2022-11-10 03:00:08,4.49.2,"Translated(src=id, dest=en, text=Long handling', pronunciation=Long handling', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968975782394409}]"
Alex Jawir,bagus,0.9998444318771362,2022-08-11 19:09:42,4.49.2,"Translated(src=id, dest=en, text=b'good', pronunciation=b'good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Rendi Edi Asman,Mantap ajalah,0.9995691180229187,2022-08-11 18:13:51,4.49.2,"Translated(src=id, dest=en, text=b'Just be cool', pronunciation=b'Just be cool', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995691180229187}]"
Pengguna Google,ini kenapa ya mau daftar ko susah banget pas daftar pertama ngak susah trs mau daftar lagi ko susah banget cuma ganti nomer aja susah amat sich hadech cape dech ampun,0.9996761083602905,2022-08-11 17:49:30,4.49.2,"Translated(src=id, dest=en, text=b'this is why I want to register, it's really hard when I first register, it's not difficult, but when I want to register again, it's really hard, just changing the number is really hard, I'm tired, sorry', pronunciation=b'this is why I want to register, it's really hard when I first register, it's not difficult, but when I want to register again, it's really hard, just changing the number is really hard, I'm tired, sorry', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996761083602905}]"
Eko Mulyo,Sangat bagus,0.9998596906661987,2022-08-11 17:30:36,4.49.2,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Ahmad Pahruroji Pahruroji,Ok banget sangat membantu cma sy karywan biasa pp 40rb ke atas pusing,0.9236518740653992,2022-08-11 17:30:36,4.49.2,"Translated(src=id, dest=en, text=b'Okay, really helpful, but I'm a regular employee with pp. 40k and above, I'm dizzy', pronunciation=b'Okay, really helpful, but I'm a regular employee with pp. 40k and above, I'm dizzy', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9236518740653992}]"
