userName,content,score,at,appVersion,text,label,sentiment
Rizqy Zenith,Good,0.9998444318771362,2021-11-25 09:17:10,4.32.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Dafran Alhadj,Semoga layanan gojek dan fiturfitur ditambah lagi dan biaya ongkos gofood tidak mahal dan banyak2in cashback sukses gojek Indonesia,0.9996713399887085,2021-11-23 11:47:18,4.32.1,"Translated(src=id, dest=en, text=b'Hopefully Gojek services and features will be added and Gofood fares will not be expensive and lots of cashback will be successful for Gojek Indonesia', pronunciation=b'Hopefully Gojek services and features will be added and Gofood fares will not be expensive and lots of cashback will be successful for Gojek Indonesia', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996713399887085}]"
Sabillah,Mantap Gojek promo Gofood nya ga main main sampe 75,0.9283873438835144,2021-11-23 11:46:52,4.32.1,"Translated(src=id, dest=en, text=b'Great Gojek promo Gofood doesn't play until 75', pronunciation=b'Great Gojek promo Gofood doesn't play until 75', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9283873438835144}]"
deni pur,Baru kali ini benci sama pelayanan Gojek terkait gopay,0.9959772229194641,2021-11-23 11:38:48,4.32.1,"Translated(src=id, dest=en, text=b'This is the first time I hate Gojek's service regarding Gopay', pronunciation=b'This is the first time I hate Gojek's service regarding Gopay', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9959772229194641}]"
skametngudiarto Uye,Kenapa fitur goshop saya eror tetus  Apa supaya saya hanya pake gofood saja Kok gini ,0.9995898604393005,2021-11-23 11:26:33,4.32.1,"Translated(src=id, dest=en, text=b'Why does my GoShop feature keep having errors? Why should I just use GoFood? How come it's like this', pronunciation=b'Why does my GoShop feature keep having errors? Why should I just use GoFood? How come it's like this', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995898604393005}]"
Aryasuta Bima,Nice,0.9997404217720032,2021-11-25 09:18:33,4.32.1,"Translated(src=id, dest=en, text=b'Nice', pronunciation=b'Nice', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997404217720032}]"
Ellen modoh,Good,0.9998444318771362,2021-11-25 09:21:35,4.32.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Yamani Husna,Mantap,0.9997685551643372,2021-11-23 11:34:10,4.32.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Koko Diko,Sangat memuaskan,0.9998550415039062,2021-11-23 11:33:13,4.32.1,"Translated(src=id, dest=en, text=Very satisfactory', pronunciation=Very satisfactory', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998550415039062}]"
Islamul Hakim,Yeeaaahhhh,0.9690394401550293,2021-11-23 11:30:22,4.32.1,"Translated(src=id, dest=en, text=b'Yeeaaahhhh', pronunciation=b'Yeeaaahhhh', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9690394401550293}]"
