userName,content,score,at,appVersion,text,label,sentiment
Denti Rahmawati,Bagus banget,0.9998596906661987,2022-02-21 22:57:07,4.26.1,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Astuti Wijayanti,Aku si yesss,0.9960461258888245,2022-03-01 04:44:18,4.26.1,"Translated(src=id, dest=en, text=b'I'm the yesss', pronunciation=b'I'm the yesss', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9960461258888245}]"
Tiara Rizkiani,Keren mantul,0.999448835849762,2022-02-26 08:57:01,4.26.1,"Translated(src=id, dest=en, text=b'Cool, cool', pronunciation=b'Cool, cool', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999448835849762}]"
setyawan boeret,gofoodnya kenapa eror trus woey ,0.9906874299049377,2021-12-12 13:43:13,4.26.1,"Translated(src=id, dest=en, text=b'gofood why is there an error then wow', pronunciation=b'gofood why is there an error then wow', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9906874299049377}]"
Sha La,Bagus aplikasinya namun terlalu sering minta update  kalau nggak di update nggk bisa dipakai aplikasinya,0.9706737399101257,2022-03-01 04:45:30,4.26.1,"Translated(src=id, dest=en, text=b'The application is good but it asks for updates too often, if you don't update it you can't use the application', pronunciation=b'The application is good but it asks for updates too often, if you don't update it you can't use the application', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9706737399101257}]"
Estu Kemala,Bagus bingittt,0.9996790885925293,2021-12-31 02:56:24,4.26.1,"Translated(src=id, dest=en, text=b'Bingittt good', pronunciation=b'Bingittt good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996790885925293}]"
bintang tiga,Mantap,0.9997685551643372,2022-02-27 12:30:37,4.26.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
mita miftahul,saya kecewa karna akun saya tidak sering dapat promo sedangkan kalau saya liat akun kawan saya yg jarang pakai gojek malah sering dapat promo Kenapa harus dibedakan seperti itu ,0.9994458556175232,2021-12-03 05:13:34,4.26.1,"Translated(src=id, dest=en, text=I'm disappointed because my account doesn't often get promos, whereas if I look at the accounts of my friends who rarely use Gojek, they often get promos. Why does it have to be differentiated like that?, pronunciation=I'm disappointed because my account doesn't often get promos, whereas if I look at the accounts of my friends who rarely use Gojek, they often get promos. Why does it have to be differentiated like that?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994458556175232}]"
Sentot Riman,Bagus banget,0.9998596906661987,2022-01-10 17:01:37,4.26.1,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Umi Maryam,Driver ra mah,0.5565420389175415,2022-01-10 17:25:35,4.26.1,"Translated(src=id, dest=en, text=b'Driver ra mah', pronunciation=b'Driver ra mah', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5565420389175415}]"
Luluk farida,Cepat Antaran OrderannyaTerima Kasih Gojek,0.9997698664665222,2021-12-20 13:52:28,4.26.1,"Translated(src=id, dest=en, text=Fast delivery of orders, thank you Gojek', pronunciation=Fast delivery of orders, thank you Gojek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997698664665222}]"
R Nurani,Baik,0.9986165761947632,2021-12-03 02:13:54,4.26.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Wahyu Di,Makin g nyman Jd makin susah nyro driver ny,0.9996778964996338,2021-11-24 13:47:21,4.26.1,"Translated(src=id, dest=en, text=b'It's getting more and more uncomfortable, it's getting harder to find the driver', pronunciation=b'It's getting more and more uncomfortable, it's getting harder to find the driver', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996778964996338}]"
Totok Radjiyanto,Ok,0.9989097118377686,2022-02-26 06:32:27,4.26.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Yoga Prasetyo,Mantap,0.9997685551643372,2022-01-14 13:31:37,4.26.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Wira Miguna,Mantulllll,0.967073380947113,2021-11-07 10:31:31,4.26.1,"Translated(src=id, dest=en, text=b'Mantulllll', pronunciation=b'Mantulllll', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.967073380947113}]"
Calysta cherylia Auryn,Mantapp,0.9997685551643372,2022-02-26 06:30:21,4.26.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
AGUS SISWANDI,Menyenangkan,0.9997877478599548,2022-03-29 04:38:34,4.26.1,"Translated(src=id, dest=en, text=b'Fun', pronunciation=b'Fun', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997877478599548}]"
Zahira putri ramadhani Putri,Aplikasinya bagus banget,0.9998517036437988,2022-07-07 11:45:02,4.26.1,"Translated(src=id, dest=en, text=b'The application is really good', pronunciation=b'The application is really good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998517036437988}]"
Heti Purwaningsih,Sangat membantu sekali,0.9994805455207825,2021-11-25 01:24:51,4.26.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Nissin Yusshi marru,Mantappp,0.9997685551643372,2022-04-22 15:51:23,4.26.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
lukas kantius,Ok mantap cepat dan terpercaya,0.9998646974563599,2021-11-05 07:46:54,4.26.1,"Translated(src=id, dest=en, text=b'Ok, great, fast and reliable', pronunciation=b'Ok, great, fast and reliable', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998646974563599}]"
