userName,content,score,at,appVersion,text,label,sentiment
henry kusuma,Cs sperri BCA dong,0.8446171283721924,2023-10-17 11:15:41,4.76.2,"Translated(src=id, dest=en, text=b'Cs sperri BCA dong', pronunciation=b'Cs sperri BCA dong', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8446171283721924}]"
Pon Sal,Mantaaapsukses selaludan semoga driver nya pada gacor,0.9998403787612915,2023-10-16 02:43:47,4.76.2,"Translated(src=id, dest=en, text=Former AP is always successful and hopefully the driver will be good.', pronunciation=Former AP is always successful and hopefully the driver will be good.', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998403787612915}]"
Hanz Chaniago (Rizal),Sangat Membantu Untuk Keperluan kita sehari hari,0.9971413016319275,2023-10-16 02:37:25,4.76.2,"Translated(src=id, dest=en, text=b'Very helpful for our daily needs', pronunciation=b'Very helpful for our daily needs', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9971413016319275}]"
rio andika putra,Rute dekat ada di ambil rute jauh supaya lebih mahal bayar gila gojek udah memang lebih jos transportasi kuning Maxim,0.9881665110588074,2023-10-16 02:30:58,4.76.2,"Translated(src=id, dest=en, text=b'You can take the long route for the near route so it's more expensive, paying crazy for Gojek, the yellow Maxim transportation is really better', pronunciation=b'You can take the long route for the near route so it's more expensive, paying crazy for Gojek, the yellow Maxim transportation is really better', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9881665110588074}]"
Vida Bekasi,Lah pegimna ini sistem pembagian orderan nyamasa udh 1 Minggu orderan nya jarang banget jeda nya bahkan sampe 4 jam blum di kasih lagi,0.9617311954498291,2023-10-16 02:28:12,4.76.2,"Translated(src=id, dest=en, text=B'Lah, this system of distributing orders is good, it's been 1 week, the orders are very rarely delayed, even up to 4 hours haven't been given again.', pronunciation=B'Lah, this system of distributing orders is good, it's been 1 week, the orders are very rarely delayed, even up to 4 hours haven't been given again.', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9617311954498291}]"
Vika Siska,Cepat menemukan lokasi jemputan,0.9927530288696289,2023-10-16 02:20:35,4.76.2,"Translated(src=id, dest=en, text=b'Quickly find the pick-up location', pronunciation=b'Quickly find the pick-up location', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9927530288696289}]"
Theo Lulu,Josslah,0.8237813711166382,2023-10-16 02:08:05,4.76.2,"Translated(src=id, dest=en, text=b'Josslah', pronunciation=b'Josslah', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8237813711166382}]"
jamalullail SEI,Top lah pokoknya gojek inovasi nya kreativitasnya promosinya kerjasamanya channeling nya dg vendor lain Msh the best se indonesia,0.5295636653900146,2023-10-16 01:48:57,4.76.2,"Translated(src=id, dest=en, text=b'Top, basically Gojek, its innovation, creativity, promotion, collaboration, channeling with other vendors, Msh the best in Indonesia', pronunciation=b'Top, basically Gojek, its innovation, creativity, promotion, collaboration, channeling with other vendors, Msh the best in Indonesia', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5295636653900146}]"
Hasbullah asruddin,karena sinyal error saya memesan 3 kali makanan yang sama dan anehnya gofood tidak bisa batalkan pesanan yang sama,0.9281187057495117,2023-10-16 00:06:59,4.76.2,"Translated(src=id, dest=en, text=b'because of an error signal I ordered the same food 3 times and strangely gofood can't cancel the same order', pronunciation=b'because of an error signal I ordered the same food 3 times and strangely gofood can't cancel the same order', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9281187057495117}]"
oriental advertising,Ok,0.9989097118377686,2023-10-17 11:19:18,4.76.2,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Nurul Gumilar,Gak jadi ngasih bintang 5 karena lg kecewa sm Goride Saya pelanggan prioritas tapi anehnya setiap kali pesen Goride di stasiun sering dikasihnya lama dan dapetnya yg jemputnya jauuuh padahal depan stasiun masih banyak yg goride nya nganggur nunggu dijemputnya aja 10 menitan Dimana PRIORITAS nya kalau kayak gitu,0.9981719255447388,2023-10-16 01:48:11,4.76.2,"Translated(src=id, dest=en, text=I didn't give it 5 stars because I was disappointed with Goride. I'm a priority customer but the strange thing is that every time I order Goride at the station, it often takes a long time for me to give it and the person who picks it up is a long way away even though in front of the station there are still lots of idling gorides waiting for it to be picked up for 10 minutes. Where's the PRIORITY? like that', pronunciation=[[]], extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981719255447388}]"
Sandy Hadi,Aplikasi yang sangat membantu sekali,0.9987567663192749,2023-10-17 12:07:53,4.76.2,"Translated(src=id, dest=en, text=b'A very helpful application', pronunciation=b'A very helpful application', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987567663192749}]"
Aris Tama,Good,0.9998444318771362,2023-10-19 03:38:52,4.76.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Rahmat Pamodjie,Tamvah r ribet,0.8970064520835876,2023-10-16 01:23:39,4.76.2,"Translated(src=id, dest=en, text=b'Tamvah r complicated', pronunciation=b'Tamvah r complicated', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8970064520835876}]"
Pengguna Google,Update pembaruan bukannya tambah lancar tp malah tambah berat dan sering crash saat menunggu pesanan ,0.9964704513549805,2023-10-16 01:18:24,4.76.2,"Translated(src=id, dest=en, text=Instead of making updates smoother, they become heavier and often crash while waiting for orders.', pronunciation=Instead of making updates smoother, they become heavier and often crash while waiting for orders.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9964704513549805}]"
Randy Sky,Apk dari gojek kurang lancar apalagi gojek gw di blokir gw buat akun baru di blokir lagi emang rawan blokir,0.9997288584709167,2023-10-16 00:28:59,4.76.2,"Translated(src=id, dest=en, text=Sir, Gojek is not very smooth, especially since my GoJek was blocked, I created a new account, it was blocked again, it's really prone to being blocked.', pronunciation=Sir, Gojek is not very smooth, especially since my GoJek was blocked, I created a new account, it was blocked again, it's really prone to being blocked.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997288584709167}]"
AVATAR Home Application,Excellent,0.9998195767402649,2023-10-17 13:57:35,4.76.2,"Translated(src=id, dest=en, text=b'Excellent', pronunciation=b'Excellent', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998195767402649}]"
