userName,content,score,at,appVersion,text,label,sentiment
Andi saputra Saputra,Bagus aplikasinya,0.9998039603233337,2023-03-12 00:57:44,4.63.1,"Translated(src=id, dest=en, text=b'Good application', pronunciation=b'Good application', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998039603233337}]"
Asep Walidin,Aplikasi kapitalis sistem nya udh tidak merata ke semua draver y,0.9994660019874573,2023-03-09 05:16:17,4.63.1,"Translated(src=id, dest=en, text=The capitalist application of the system is not evenly distributed to all drivers, pronunciation=The capitalist application of the system is not evenly distributed to all drivers, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994660019874573}]"
Rizki akbar Ramdhani,Alah kenapa voucher diskon nya gak bisa di pake,0.9968385696411133,2023-03-07 23:33:36,4.63.1,"Translated(src=id, dest=en, text=b'Oh, why can't the discount voucher be used', pronunciation=b'Oh, why can't the discount voucher be used', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9968385696411133}]"
Hamzah Baharuddin,Mantappp,0.9997685551643372,2023-03-09 06:27:09,4.63.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Alimuddin Aldhin,Mantap,0.9997685551643372,2023-03-09 22:36:40,4.63.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
I wayan Superdiana putra,Driver ramah ramah,0.9961273074150085,2023-03-09 13:32:41,4.63.1,"Translated(src=id, dest=en, text=b'Friendly friendly drivers', pronunciation=b'Friendly friendly drivers', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9961273074150085}]"
Andri Oon,Halo bapakibu maaf seblum nya ko saya ga bisa tranfer saldo gopay saya ke bang mohon bantuan nya bapakibu,0.9836979508399963,2023-03-08 14:58:41,4.63.1,"Translated(src=id, dest=en, text=Hello ladies and gentlemen, sorry in advance, I can't transfer my Gopay balance to you, sir, please help me, ladies and gentlemen', pronunciation=Hello ladies and gentlemen, sorry in advance, I can't transfer my Gopay balance to you, sir, please help me, ladies and gentlemen', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9836979508399963}]"
dedah,malah nambah buruk tidak ada fitur transfer gopay ke orang lain lagi lewat kontak,0.9976536631584167,2023-03-07 15:28:32,4.63.1,"Translated(src=id, dest=en, text=Even worse, there is no GoPay transfer feature to other people via contact.', pronunciation=Even worse, there is no GoPay transfer feature to other people via contact.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976536631584167}]"
Thiya Rhe (Thiya),Semakin kesini semakin jelek Gopaylaternya ga bisa digunakan,0.9994305968284607,2023-06-05 14:32:02,4.63.1,"Translated(src=id, dest=en, text=The more you come here, the worse it gets. Paylater can't be used', pronunciation=The more you come here, the worse it gets. Paylater can't be used', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994305968284607}]"
Hery Suyoko,Siip,0.782195508480072,2023-03-08 01:57:54,4.63.1,"Translated(src=id, dest=en, text=b'Siip', pronunciation=b'Siip', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.782195508480072}]"
