userName,content,score,at,appVersion,text,label,sentiment
Jerico Vincentius Rusli,Mantap,0.9997685551643372,2022-06-07 05:59:13,4.44.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
rm agus subroto,Bagus,0.9998444318771362,2022-06-07 05:58:20,4.44.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Yuliani Sarumaha,parah bgt setiap mau isi pulsa katanya provider ini gk bisa dipakai coba lagi udh dicoba ttp gk bisa ptk,0.9992390871047974,2022-06-07 05:57:12,4.44.1,"Translated(src=id, dest=en, text=It's really bad, every time you want to top up your credit it says this provider can't be used. I've tried again but it won't work.', pronunciation=It's really bad, every time you want to top up your credit it says this provider can't be used. I've tried again but it won't work.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992390871047974}]"
Badriah.laelatul 97,Untuk pelayanan goride sama gofood nya bagus gofood nya jga sering discount nya mantep banget sumpah tadinya qlo gofood sering diaplikasi sebelah tpi aplikasi sebelah malah gk ada diskon lgi jdi di sini aja udh paling mantep dah meski qlo goride pas ujan drivernya gg ada yg mau ambil semua sih tapi gpp mungkin emang karna cuaca,0.9982947707176208,2022-06-07 05:55:48,4.44.1,"Translated(src=id, dest=en, text=b'Goride and Gofood's service is good, Gofood also has frequent discounts, it's really great, I swear, previously Qlo Gofood was often applied on the other side, but the next application doesn't even have any discounts, so here it's the most stable, even though Qlo Goride when it's raining, no one wants drivers. I'll take them all but it's okay, maybe it's because of the weather', pronunciation=[[]], extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982947707176208}]"
Henry Wibowo,Ok,0.9989097118377686,2022-06-14 19:19:00,4.44.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Louis Darien Hendyson,Cukup membantu dan drivernya ramah2 serta beretika Pertahankan terus yah,0.9998306035995483,2022-06-07 05:55:37,4.44.1,"Translated(src=id, dest=en, text=b'Quite helpful and the drivers are friendly and ethical. Keep it up, OK', pronunciation=b'Quite helpful and the drivers are friendly and ethical. Keep it up, OK', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998306035995483}]"
U nasai Assidiq,Mantap,0.9997685551643372,2022-06-07 05:55:14,4.44.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Lina Lusdiana,Selalu membantu,0.9997195601463318,2022-06-07 05:54:42,4.44.1,"Translated(src=id, dest=en, text=b'Always helpful', pronunciation=b'Always helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997195601463318}]"
Andre Galak,semoga makin enteng aplikasi nya UI nya lebih mudah di gunakan org yg ga biasa gunakan apps gojek dan semoga semakin banyak membantu kegiatan banyak org khusus nya driver,0.9725119471549988,2022-06-14 18:41:14,4.44.1,"Translated(src=id, dest=en, text=""Hopefully the application will be lighter, the UI will be easier for people who don't usually use the Gojek app and hopefully it will help more people's activities, especially drivers."", pronunciation=""Hopefully the application will be lighter, the UI will be easier for people who don't usually use the Gojek app and hopefully it will help more people's activities, especially drivers."", extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9725119471549988}]"
Efrida Eka,Aplikasi yang Sangat membantu di saat saat sedang di butuhkan,0.9995143413543701,2022-06-26 14:26:37,4.44.1,"Translated(src=id, dest=en, text=Very helpful application when needed, pronunciation=Very helpful application when needed, extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995143413543701}]"
Alfa Chanel,Good,0.9998444318771362,2022-06-07 05:54:40,4.44.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Nur Amaliyah H,Lebih mudah,0.9820641279220581,2022-06-08 12:18:09,4.44.1,"Translated(src=id, dest=en, text=b'Easier', pronunciation=b'Easier', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9820641279220581}]"
Ismail Mail,Gojek transportasi yang oke,0.9996731281280518,2022-06-07 05:54:19,4.44.1,"Translated(src=id, dest=en, text=b'Gojek is good transportation', pronunciation=b'Gojek is good transportation', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996731281280518}]"
Delapan Maret,Sangat sopan sekali,0.9966217279434204,2022-06-26 14:59:17,4.44.1,"Translated(src=id, dest=en, text=b'Very polite', pronunciation=b'Very polite', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9966217279434204}]"
Sutarman Tarman,Salut untuk karya anak bangsa,0.9986209869384766,2022-06-08 12:19:36,4.44.1,"Translated(src=id, dest=en, text=b'Salute to the work of the nation's children', pronunciation=b'Salute to the work of the nation's children', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986209869384766}]"
