userName,content,score,at,appVersion,text,label,sentiment
Buff Noob,Maaf kalo bintang 1 ya soalnya kadang server gojek lelet parah walaupun saya memakai mobile data Terlebih lagi sering ada error koneksi walaupun koneksi wifi sudah kuat dan masih bisa berfungsi normal di aplikasi lain mohon untuk paling tidak di perbaiki servernya terima kasih,0.99919193983078,2023-01-13 11:21:32,4.59.1,"Translated(src=id, dest=en, text=b'Sorry for 1 star, because sometimes the Gojek server is really slow even though I use mobile data. Moreover, there are often connection errors even though the WiFi connection is strong and can still function normally in other applications. Please at least fix the server, thank you', pronunciation=b'Sorry for 1 star, because sometimes the Gojek server is really slow even though I use mobile data. Moreover, there are often connection errors even though the WiFi connection is strong and can still function normally in other applications. Please at least fix the server, thank you', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99919193983078}]"
anita rahayu97,pagi maaf sebelumnya saya kasih bintang 3 selama ini naik gojek aman dan nyaman tapi kemarin saya dapat supirnya seperti itu,0.9479201436042786,2023-01-17 22:50:28,4.59.1,"Translated(src=id, dest=en, text=b'morning, sorry in advance, I gave 3 stars, so far riding Gojek has been safe and comfortable, but yesterday I got a driver like that', pronunciation=b'morning, sorry in advance, I gave 3 stars, so far riding Gojek has been safe and comfortable, but yesterday I got a driver like that', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9479201436042786}]"
Malik Al Amin Ahmad 05,tidak puas dengan login akunsusah buat pindahin akun ke hp satu lagimalah diban 60 menitduit digital bukannya memudahkan malah menyusahkanbuat bikin akun gopay pun susah,0.9988380074501038,2023-01-24 11:37:24,4.59.1,"Translated(src=id, dest=en, text=Not satisfied with logging in to the account, it's hard to move the account to another cellphone, but instead of being banned for 60 minutes, digital money doesn't make it easy, it makes it difficult to create a GoPay account.', pronunciation=Not satisfied with logging in to the account, it's hard to move the account to another cellphone, but instead of being banned for 60 minutes, digital money doesn't make it easy, it makes it difficult to create a GoPay account.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988380074501038}]"
retnoningsih retno,Tolong dibanyakin promonya yaaterima kasih,0.999810516834259,2023-01-24 10:46:20,4.59.1,"Translated(src=id, dest=en, text=b'Please increase the promotions, thank you', pronunciation=b'Please increase the promotions, thank you', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999810516834259}]"
Kasmas Laoli,Lengkapi posisi secara akurat terlebih saat posisi di zoom,0.9980134963989258,2023-01-16 09:41:29,4.59.1,"Translated(src=id, dest=en, text=b Complete the position accurately especially when the position is zoomed', pronunciation=b Complete the position accurately especially when the position is zoomed', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980134963989258}]"
game me,ini mau kok Gomart gak komplit mana gak bisa ganti toko aneh bet ini gojek skrg,0.9968262910842896,2023-01-24 10:51:40,4.59.1,"Translated(src=id, dest=en, text=b'this is what I want, Gomart is not complete, how can it not be replaced by a strange shop, bet this is Gojek now', pronunciation=b'this is what I want, Gomart is not complete, how can it not be replaced by a strange shop, bet this is Gojek now', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9968262910842896}]"
Jp Putra,Mantap,0.9997685551643372,2023-01-24 10:51:43,4.59.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
ahmad fadhilah anwar,Sangat bertanggung jawab,0.9989099502563477,2023-01-24 10:53:20,4.59.1,"Translated(src=id, dest=en, text=b'Very responsible', pronunciation=b'Very responsible', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989099502563477}]"
19.Junita Tri Rahayu,Ini gimanasi gw mau tf ke orang salah sandi mulu padahal udah bener kekgitu gajelas bgt diperbaikin lagi biar ga ngebug mlu,0.9822023510932922,2023-01-16 09:43:41,4.59.1,"Translated(src=id, dest=en, text=b'This is how I want to send someone the wrong password, even though it's already correct, it's so unclear, fix it again so it doesn't cause any bugs', pronunciation=b'This is how I want to send someone the wrong password, even though it's already correct, it's so unclear, fix it again so it doesn't cause any bugs', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9822023510932922}]"
Risti Nur Riani,Bagus bgtttt,0.9998596906661987,2023-01-24 10:53:34,4.59.1,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Botania Batam,VERY GOOD Aplikasi yg mudah digunakan sangat bermanfaat untuk kebutuhan sehari hari anda sangat bagus,0.9989677667617798,2023-08-09 04:17:12,4.59.1,"Translated(src=id, dest=en, text=b VERY GOOD Easy to use application, very useful for your daily needs, very good', pronunciation=b VERY GOOD Easy to use application, very useful for your daily needs, very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989677667617798}]"
