userName,content,score,at,appVersion,text,label,sentiment
Susiani Widiawati,Banyak manfaat nya,0.9997147917747498,2022-05-15 01:52:06,4.36.1,"Translated(src=id, dest=en, text=b'Many benefits', pronunciation=b'Many benefits', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997147917747498}]"
Dwi Rahayu,luarbiasa,0.999868631362915,2022-05-12 08:16:24,4.36.1,"Translated(src=id, dest=en, text=b'amazing', pronunciation=b'amazing', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999868631362915}]"
Shanty Maulina,Bagus,0.9998444318771362,2022-04-09 16:21:10,4.36.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Agustina Goti,Bintang 4 dulu,0.9989945292472839,2022-05-01 11:25:47,4.36.1,"Translated(src=id, dest=en, text=b'4 stars first', pronunciation=b'4 stars first', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989945292472839}]"
R•yan Habibi,Keren,0.9991068243980408,2022-05-15 01:42:31,4.36.1,"Translated(src=id, dest=en, text=b'Cool', pronunciation=b'Cool', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991068243980408}]"
Rifai PrinceOfBike,Sistem sekarang sangat merugikan driverterutama untuk driver Gosend samedaycoba bayangkan cust bayar ke Gojek batas minimal 14rb untuk orderan Gosend samedaydan coba kalian lihatmasuk kemitra tidak sampai 10rbdan bahkan sering terjadi orderan sameday 7 barangdriver hanya dibayar dikisaran 30rb sajadimana keadilan untuk para mitrapihak aplikator saja sudah melanggar peraturan dari kementrian perhubungan terkait tarif dasar untuk driver,0.9995707869529724,2022-03-14 12:03:14,4.36.1,"Translated(src=id, dest=en, text=b'The current system is very detrimental to drivers, especially for Gosend sameday drivers. Try to imagine that the customer pays Gojek, the minimum limit is 14 thousand for Gosend sameday orders, and try to see that the partner entry is not up to 10 thousand and it often happens that for same day orders for 7 goods, drivers are only paid around 30 thousand, where justice for the applicator partners alone is already violated. regulations from the Ministry of Transportation regarding basic rates for drivers', pronunciation=[[]], extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995707869529724}]"
Rizki Dhani,Ok,0.9989097118377686,2022-04-09 15:58:10,4.36.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Riez Gunawarman,Sangat membantu,0.9994805455207825,2022-09-12 05:26:22,4.36.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Yudi Dani,Mantul,0.5578256249427795,2022-04-10 01:42:00,4.36.1,"Translated(src=id, dest=en, text=b'Mantul', pronunciation=b'Mantul', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5578256249427795}]"
khoirul effendi,Mantap,0.9997685551643372,2022-04-06 15:21:56,4.36.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
