userName,content,score,at,appVersion,text,label,sentiment
iman Sulaiman,Oke,0.9986165761947632,2023-08-29 19:27:00,4.72.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Prima rng Center,Lancar dan mempermudah,0.9992375373840332,2023-08-21 01:22:50,4.72.1,"Translated(src=id, dest=en, text=b'Smooth and easy', pronunciation=b'Smooth and easy', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992375373840332}]"
Elin Khoirunnisa,Oke bgt,0.999703586101532,2023-08-29 10:42:54,4.72.1,"Translated(src=id, dest=en, text=b'Very OK', pronunciation=b'Very OK', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999703586101532}]"
Sun Dani,Baik sekali terimakasigojek,0.9998464584350586,2023-08-21 01:32:07,4.72.1,"Translated(src=id, dest=en, text=b'Very good, thank yougojek', pronunciation=b'Very good, thank yougojek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998464584350586}]"
Inaquatic HD,Okee,0.9986165761947632,2023-08-29 22:47:15,4.72.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
R Tatang,Hyy ye Sayyaf tdy s yg gegdbdhdhduydhrhr,0.9518167972564697,2023-08-21 01:36:46,4.72.1,"Translated(src=id, dest=en, text=b'Hyy ye Sayyaf tdy s yang gegdbdhdhduydhrhr', pronunciation=b'Hyy ye Sayyaf tdy s yang gegdbdhdhduydhrhr', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9518167972564697}]"
Ayayus Rz,Bagus,0.9998444318771362,2023-08-21 01:41:59,4.72.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Naistin Tantia,Sangat bermanfaat,0.9994669556617737,2023-09-03 10:07:15,4.72.1,"Translated(src=id, dest=en, text=b'Very useful', pronunciation=b'Very useful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994669556617737}]"
Panji Prasnecia Bayu,Nice,0.9997404217720032,2023-08-22 00:47:34,4.72.1,"Translated(src=id, dest=en, text=b'Nice', pronunciation=b'Nice', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997404217720032}]"
Itum Baggaska,good,0.9998444318771362,2023-08-21 01:44:14,4.72.1,"Translated(src=id, dest=en, text=b'good', pronunciation=b'good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
