userName,content,score,at,appVersion,text,label,sentiment
Syaptiyan Ade Putra,Aplikasi nya lag gajelas promo ga ada wajib di b1,0.9994957447052002,2022-11-08 11:49:40,4.54.2,"Translated(src=id, dest=en, text=The application is not clear, the promo is not mandatory on B1', pronunciation=The application is not clear, the promo is not mandatory on B1', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994957447052002}]"
Haryson Grab,Sangat membantu,0.9994805455207825,2022-11-08 11:54:50,4.54.2,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Ninin Larasati,Kecewa sekali sama gojek SK no 5 buat apa klo dipake aja gak bisa di gofood,0.9997096657752991,2022-11-10 07:13:17,4.54.2,"Translated(src=id, dest=en, text=b'I'm really disappointed with GoJek SK No. 5, what's the point, if you just use it, you can't use GoFood', pronunciation=b'I'm really disappointed with GoJek SK No. 5, what's the point, if you just use it, you can't use GoFood', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997096657752991}]"
Agung Bayu Sujatmiko,Sangat membantu dalam transaksi,0.9968230724334717,2022-11-10 07:06:52,4.54.2,"Translated(src=id, dest=en, text=b'Very helpful in transactions', pronunciation=b'Very helpful in transactions', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968230724334717}]"
ali amran,Gojek sering kasih promo php sk nya kedok tipu muslihat auto pindah ni,0.9961327314376831,2022-11-10 06:38:07,4.54.2,"Translated(src=id, dest=en, text=b'Gojek often gives PHP SK promos under the guise of this auto transfer trick', pronunciation=b'Gojek often gives PHP SK promos under the guise of this auto transfer trick', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9961327314376831}]"
Gitta Purnaningrum,Mantap,0.9997685551643372,2022-11-08 12:02:28,4.54.2,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
BONGKENG,Sepi gadapet promo lagi,0.9989318251609802,2022-11-08 12:07:18,4.54.2,"Translated(src=id, dest=en, text=It's lonely, you can't get any more promotions', pronunciation=It's lonely, you can't get any more promotions', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989318251609802}]"
Fadli Pratama,Mending pake aplikasi sebelah udah ga bisa gabung voucher gofood,0.9995373487472534,2022-11-10 06:59:02,4.54.2,"Translated(src=id, dest=en, text=b'It's better to use the application next door, you can't join the Gofood voucher', pronunciation=b'It's better to use the application next door, you can't join the Gofood voucher', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995373487472534}]"
Yansyah Herry,Aplikasiny bagus dan terpercaya,0.9998606443405151,2022-11-08 12:09:38,4.54.2,"Translated(src=id, dest=en, text=b'The application is good and reliable', pronunciation=b'The application is good and reliable', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998606443405151}]"
Mochi_,Senang pake gojek,0.9993922710418701,2022-11-10 06:55:28,4.54.2,"Translated(src=id, dest=en, text=b'Happy to use Gojek', pronunciation=b'Happy to use Gojek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993922710418701}]"
anjas mauliddani,kasi bintang 1 soal nya gojek skarang pelit  gak bisa gabung promo parah,0.9997491240501404,2022-11-08 12:10:33,4.54.2,"Translated(src=id, dest=en, text=Thank you for 1 star because Gojek is now stingy and can't join in the bad promotions', pronunciation=Thank you for 1 star because Gojek is now stingy and can't join in the bad promotions', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997491240501404}]"
Pengguna Google,Sangat baik aplikasi ini penemuan lokasi sangat akurat,0.9997158646583557,2022-11-08 12:11:28,4.54.2,"Translated(src=id, dest=en, text=b'Very good this application location discovery is very accurate', pronunciation=b'Very good this application location discovery is very accurate', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997158646583557}]"
Eutik Syamsiah,Semoga makin jaya ttus gojeg nya mantul poll,0.9983225464820862,2022-11-08 12:12:02,4.54.2,"Translated(src=id, dest=en, text=b'Hopefully your Gojeg ttus will be even more successful and bounce off the polls', pronunciation=b'Hopefully your Gojeg ttus will be even more successful and bounce off the polls', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983225464820862}]"
Kusniah Kusniah,Pesan Makanan  Waktu Datang Gak Layak Giliran Komplain Gadirespon,0.9992282390594482,2022-11-08 11:09:04,4.54.2,"Translated(src=id, dest=en, text=Ordering food when it arrives is not worth it. Complaints are not responded to, pronunciation=Ordering food when it arrives is not worth it. Complaints are not responded to, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992282390594482}]"
