userName,content,score,at,appVersion,text,label,sentiment
Dhyta W.A.N,driver gocarnya pilihpilih sering cancel orderan isi saldo ga masuk2 wkwk,0.9988044500350952,2021-12-12 07:59:09,4.33.1,"Translated(src=id, dest=en, text=b'gocar driver is picky and often cancels orders to top up the balance doesn't arrive hahaha', pronunciation=b'gocar driver is picky and often cancels orders to top up the balance doesn't arrive hahaha', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988044500350952}]"
irpan nudin,1 Hanya gopay yang tidak ACC upgrade akun premium Alasan KTP Ovo dana dan aplikasi lain semua ACC 2 Gojek tidak ada yang mau ambil pesana jika pakai kode promo Beda dengan grab walaupun banyak yang ambil Jadi Unisntal aja Pending pake yang lain Sharing pengalaman,0.9983046054840088,2021-12-15 12:00:11,4.33.1,"Translated(src=id, dest=en, text=b'1 Only Gopay doesn't ACC upgrade premium accounts Reasons for KTP Ovo funds and other applications are all ACC 2 Gojek no one wants to take the order if you use the promo code Different from grab even though many people take it So just install Pending to use another one Sharing experiences', pronunciation=b'1 Only Gopay doesn't ACC upgrade premium accounts Reasons for KTP Ovo funds and other applications are all ACC 2 Gojek no one wants to take the order if you use the promo code Different from grab even though many people take it So just install Pending to use another one Sharing experiences', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983046054840088}]"
sutan marajolela,Mantap dan andal,0.9998476505279541,2021-12-15 12:00:01,4.33.1,"Translated(src=id, dest=en, text=b'Sturdy and reliable', pronunciation=b'Sturdy and reliable', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998476505279541}]"
Nadya Ramadhani,sy topup 50000 k gopay eh malah taunya gada ttp 0 smntara saldo atm sy sudah kepotongh,0.9977899789810181,2021-12-13 01:50:00,4.33.1,"Translated(src=id, dest=en, text=I can top up 50,000 to Gopay, but I know it's still 0 while my ATM balance has been reduced.', pronunciation=I can top up 50,000 to Gopay, but I know it's still 0 while my ATM balance has been reduced.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9977899789810181}]"
Saeful Iqbal,Membantu,0.9434404373168945,2021-12-14 07:31:00,4.33.1,"Translated(src=id, dest=en, text=b'Help', pronunciation=b'Help', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9434404373168945}]"
Mila Aaaa,Bguuuuuuusssssssss,0.9898295998573303,2021-12-15 11:57:19,4.33.1,"Translated(src=id, dest=en, text=b'Bguuuuuuussssssss', pronunciation=b'Bguuuuuuussssssss', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9898295998573303}]"
Aqiel geming,Best,0.9991961121559143,2021-12-12 07:59:18,4.33.1,"Translated(src=id, dest=en, text=b'Best', pronunciation=b'Best', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991961121559143}]"
Dimas Jayss,TOLONG PIHAK GOJEK KALAU PENERIMAAN KURIR DI SELEKSI YG BENER UDH SERING DAPET KURIR GOSEND GK ADA TANGGUNG JAWAB GARA INI SAYA RUGI TERUS TOLONG DI BACA KURIR JUGA BACA LO SEMUAA KLO GABISA KERJA DI RUMAH AJA,0.9909394979476929,2021-12-15 11:53:20,4.33.1,"Translated(src=id, dest=en, text='PLEASE PLEASE GOJEK, IF THE COURIER ACCEPTS THE CORRECT SELECTION, YOU OFTEN GET GOSEND COURIERS, THERE IS NO RESPONSIBILITY FOR THIS, I'M CONTINUE TO LOSS, PLEASE READ THE COURIER ALSO READ ALL OF YOU IF YOU CAN'T JUST WORK AT HOME', pronunciation='PLEASE PLEASE GOJEK, IF THE COURIER ACCEPTS THE CORRECT SELECTION, YOU OFTEN GET GOSEND COURIERS, THERE IS NO RESPONSIBILITY FOR THIS, I'M CONTINUE TO LOSS, PLEASE READ THE COURIER ALSO READ ALL OF YOU IF YOU CAN'T JUST WORK AT HOME', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9909394979476929}]"
Novi Viah,Bagus,0.9998444318771362,2021-12-13 01:49:49,4.33.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Queen Kim,Min kenapa tiba2 akun gopay saya minta pin ulang padahal saya gak pernah otak atik mana lagi akun saya mau di bekukan lg di suruh cepetan bayar gopaylatter apa2n ini  Tolong kasih kejelasan,0.9902189373970032,2021-12-15 11:49:16,4.33.1,"Translated(src=id, dest=en, text=b'Min, why is my GoPay account suddenly asking for a re-pin even though I never thought about what else to do with my account? I was told to hurry up and pay GoPaylatter whatever this is. Please give me clarity', pronunciation=b'Min, why is my GoPay account suddenly asking for a re-pin even though I never thought about what else to do with my account? I was told to hurry up and pay GoPaylatter whatever this is. Please give me clarity', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9902189373970032}]"
indrayuni purwati,Gojoksangat membantuku,0.9996474981307983,2021-12-14 07:31:21,4.33.1,"Translated(src=id, dest=en, text=b'Gojok really helped me', pronunciation=b'Gojok really helped me', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996474981307983}]"
RIVAALL Gan,Bagusssssss,0.9986391663551331,2021-12-11 06:08:19,4.33.1,"Translated(src=id, dest=en, text=nicesssss', pronunciation=nicesssss', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986391663551331}]"
Sri Jayanti,Mudah nyaman,0.9994617104530334,2021-12-15 11:41:21,4.33.1,"Translated(src=id, dest=en, text=b'Easy comfortable', pronunciation=b'Easy comfortable', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994617104530334}]"
Aisyah Sitia,Okkk,0.9602330327033997,2021-12-13 01:45:32,4.33.1,"Translated(src=id, dest=en, text=b'Okkk', pronunciation=b'Okkk', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9602330327033997}]"
Republik Batikindonesia,Cape deh order pake gojek Keseringan cancel driver nya Entah sistemnya yang cancel sendiri Bikin bete,0.9997772574424744,2021-12-15 11:39:35,4.33.1,"Translated(src=id, dest=en, text=I'm tired of ordering using Gojek. The driver often cancels. I don't know if the system cancels itself. Makes you feel bored.', pronunciation=I'm tired of ordering using Gojek. The driver often cancels. I don't know if the system cancels itself. Makes you feel bored.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997772574424744}]"
Mirna Sari,aplikasi bodotransfer gak bisa mulu udah berapa kali gagal rekening tidak ditemukan udah hapus aja aplikasi bodo kaya gini,0.9997202754020691,2021-12-15 11:35:50,4.33.1,"Translated(src=id, dest=en, text=The stupid transfer application won't work, how many times has it failed, the account can't be found, just delete the stupid application like this', pronunciation=The stupid transfer application won't work, how many times has it failed, the account can't be found, just delete the stupid application like this', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997202754020691}]"
Dj Bensyah,good,0.9998444318771362,2021-12-15 11:35:08,4.33.1,"Translated(src=id, dest=en, text=b'good', pronunciation=b'good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Suyata Firdaus,Keren,0.9991068243980408,2021-12-14 07:41:09,4.33.1,"Translated(src=id, dest=en, text=b'Cool', pronunciation=b'Cool', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991068243980408}]"
Diny sulistio,Baik,0.9986165761947632,2021-12-15 11:30:58,4.33.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
