userName,content,score,at,appVersion,text,label,sentiment
roby cristiawan,Transfer via scan dari gopay ke Dabis gamasukpas laporan disuruh 15hari dan csnya low respon banget,0.9995014667510986,2022-08-01 07:07:28,4.46.1,"Translated(src=id, dest=en, text=b'Transfer via scan from Gopay to Dabis didn't come in when the report was told to take 15 days and the CS was very low response', pronunciation=b'Transfer via scan from Gopay to Dabis didn't come in when the report was told to take 15 days and the CS was very low response', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995014667510986}]"
anna anna,Aplikasi ini sangat membantu dlm memudahkan perjalanan dmn pun t4 nya,0.9952666759490967,2022-06-25 15:44:21,4.46.1,"Translated(src=id, dest=en, text=This application is very helpful in making travel easier wherever the t4 is', pronunciation=This application is very helpful in making travel easier wherever the t4 is', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9952666759490967}]"
Sryna Mdn,Oke mantap,0.9997870326042175,2022-06-25 16:04:19,4.46.1,"Translated(src=id, dest=en, text=b'Okay great', pronunciation=b'Okay great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997870326042175}]"
Raja Suhanda,Ok,0.9989097118377686,2022-06-25 08:17:10,4.46.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Lando Galardo,Upgrade susah kalau hp buriq lama prosesnya bisa sampe 2 hari,0.9988881945610046,2022-07-01 13:20:49,4.46.1,"Translated(src=id, dest=en, text=Upgrading is difficult if the cellphone is blurry, the process can take up to 2 days.', pronunciation=Upgrading is difficult if the cellphone is blurry, the process can take up to 2 days.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988881945610046}]"
Rafadha 19,Tolong beri sanski kepada mitra2 GOJEK yg lelet dalam pengambilan makanan Estimasi 20menit tapi Saya hitung hampir 1jam  bahkan mitra tersebut ga jalan2 ke resto tolonglah,0.9991710186004639,2022-09-09 15:53:07,4.46.1,"Translated(src=id, dest=en, text=b'Please give sanctions to GOJEK partners who are slow in picking up food. Estimated 20 minutes but I calculated almost 1 hour and the partner didn't even go to the restaurant, please', pronunciation=b'Please give sanctions to GOJEK partners who are slow in picking up food. Estimated 20 minutes but I calculated almost 1 hour and the partner didn't even go to the restaurant, please', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991710186004639}]"
Yayan Supiandi,Semuanya Ok,0.9998169541358948,2022-06-25 08:20:48,4.46.1,"Translated(src=id, dest=en, text=b'Everything is OK', pronunciation=b'Everything is OK', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998169541358948}]"
Samsul Aripin,Makin jaya selalu,0.9995473027229309,2022-06-25 08:21:51,4.46.1,"Translated(src=id, dest=en, text=b'Always be more successful', pronunciation=b'Always be more successful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995473027229309}]"
Hallo Kaiwantai,Terimakasih gojek sudah membantu saya awal nya saya panik saat akun gojak saya ke log out sendiri dan nomor handphone nya mati untung saja masih bisa kembali dengan cara melaporkan ini ke pihak gojek nya Alhamdulillah tidak sampai 1 jam nomor handphone nya sudah di ubah Terimakasih gojek,0.9928435683250427,2022-06-24 13:00:33,4.46.1,"Translated(src=id, dest=en, text=b'Thank you, Gojek, for helping me. At first I panicked when my Gojak account logged out on its own and the cellphone number was dead. Fortunately, I was able to get it back by reporting this to Gojek. Thank God, in less than 1 hour, the cellphone number had been changed. Thank you, Gojek. ', pronunciation=[[]], extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9928435683250427}]"
Mulyadi Pranoto,Mantap,0.9997685551643372,2022-06-25 15:50:49,4.46.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
