userName,content,score,at,appVersion,text,label,sentiment
Yuga Edit,akun gopay saya di blok,0.9996521472930908,2022-01-21 10:52:12,4.9.3,"Translated(src=id, dest=en, text=my gopay account is blocked', pronunciation=my gopay account is blocked', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996521472930908}]"
ff burik,Lambat sekali sekarang ini bosssku apk gojek gk kaya dulu,0.999240517616272,2021-11-30 15:40:38,4.9.3,"Translated(src=id, dest=en, text=b'It's so slow now, my boss, the Gojek apk isn't like it used to be', pronunciation=b'It's so slow now, my boss, the Gojek apk isn't like it used to be', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999240517616272}]"
Anisa Suci Rahmayuliani,Kenapa sih dari kemarin sy buka aplikasi gojek malah keluar sendiri terus Saya kasih bintang 2 dulu kalo sudah normal sy kasih bintang 7,0.9910498857498169,2021-11-29 22:58:12,4.9.3,"Translated(src=id, dest=en, text=b'Why is it that since yesterday I opened the Gojek application and it just came out by itself and then I gave it 2 stars, if it was normal I would give it 7 stars', pronunciation=b'Why is it that since yesterday I opened the Gojek application and it just came out by itself and then I gave it 2 stars, if it was normal I would give it 7 stars', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9910498857498169}]"
naoki yakuza,Baru download gojek dan hape baru trus ditop u gopay transaksi dialfamart transaksi bloked transaksilaporan di pusat bantuan gak jelas yang ditanyakan apa jawaban lainlama lama gojek dikelola Tokopedia udah nyimpangapa gojek anak bangsa seperti dulu apa punya Tokopedia,0.9997063279151917,2022-09-03 15:21:17,4.9.3,"Translated(src=id, dest=en, text=b'Just downloaded Gojek and a new cellphone then stopped it. Gopay, dialfamart transaction, blocked transaction, report in the help center, it's not clear what was asked, what other answers, how long has Gojek been managed by Tokopedia, has it disappeared, why is Gojek a child of the nation like before, or does it have Tokopedia', pronunciation=b'Just downloaded Gojek and a new cellphone then stopped it. Gopay, dialfamart transaction, blocked transaction, report in the help center, it's not clear what was asked, what other answers, how long has Gojek been managed by Tokopedia, has it disappeared, why is Gojek a child of the nation like before, or does it have Tokopedia', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997063279151917}]"
Trio Sugianto,Mantap,0.9997685551643372,2022-01-15 10:05:27,4.9.3,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Arlan Ramlan,Bagus,0.9998444318771362,2022-02-01 05:50:40,4.9.3,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Slamet Hariyanto,Coba dulu,0.83585524559021,2021-12-10 22:40:45,4.9.3,"Translated(src=id, dest=en, text=b'Try it first', pronunciation=b'Try it first', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.83585524559021}]"
Hasan Thio,Ok,0.9989097118377686,2022-02-01 03:07:45,4.9.3,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
RAFI BADZLIN,Gimana ini kak pin saya salah terus padahal udah di ubah masih salah,0.9992393255233765,2022-12-17 08:56:52,4.9.3,"Translated(src=id, dest=en, text=What's going on, bro, my pin keeps getting wrong even though I've changed it, it's still wrong', pronunciation=What's going on, bro, my pin keeps getting wrong even though I've changed it, it's still wrong', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992393255233765}]"
mariyadi qc,Biar aman kamu tidak bisa pakai gojek Jadi saya uninstal biar aman,0.9906023740768433,2022-02-09 11:27:38,4.9.3,"Translated(src=id, dest=en, text=b'To be safe you can't use Gojek so I uninstalled it to be safe', pronunciation=b'To be safe you can't use Gojek so I uninstalled it to be safe', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9906023740768433}]"
