userName,content,score,at,appVersion,text,label,sentiment
Endah Widarningsih,terima kasih gojek menjadi solusi terbaik disaat sikon mendesak,0.9996293783187866,2022-02-18 12:27:03,4.37.1,"Translated(src=id, dest=en, text=Thank you, Gojek is the best solution when the situation is urgent.', pronunciation=Thank you, Gojek is the best solution when the situation is urgent.', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996293783187866}]"
Daizy Florentina Laisina,Voucher masih kurang,0.9989557266235352,2022-02-18 03:12:23,4.37.1,"Translated(src=id, dest=en, text=b'Vouchers still missing', pronunciation=b'Vouchers still missing', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989557266235352}]"
Naufal Ashshiddiq,Ok,0.9989097118377686,2022-04-06 09:40:12,4.37.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Yoesoef Sunardi,Mempermudah,0.9949163198471069,2022-02-20 12:11:17,4.37.1,"Translated(src=id, dest=en, text=b'Makes it easier', pronunciation=b'Makes it easier', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9949163198471069}]"
ankgi hardiansyah,Titik sering meleset dan gofood responnya lambat Makin lama makin mengecewakan,0.9997565150260925,2023-04-14 21:52:18,4.37.1,"Translated(src=id, dest=en, text=b'Points often miss and Gofood's response is slow. The longer it goes, the more disappointing it is', pronunciation=b'Points often miss and Gofood's response is slow. The longer it goes, the more disappointing it is', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997565150260925}]"
Robert Silaban,User friendly,0.7821913361549377,2022-02-19 14:02:42,4.37.1,"Translated(src=id, dest=en, text=b'User friendly', pronunciation=b'User friendly', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7821913361549377}]"
Wahyu Kang,Ok,0.9989097118377686,2022-02-23 15:17:10,4.37.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
PB Palisuri,Saya tidak bisa menggunakan fitur chat,0.9985612034797668,2022-02-18 12:40:59,4.37.1,"Translated(src=id, dest=en, text=b'I can't use the chat feature', pronunciation=b'I can't use the chat feature', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985612034797668}]"
kuncara budi wibawa,OK,0.9989097118377686,2022-04-06 09:53:18,4.37.1,"Translated(src=id, dest=en, text=b'OK', pronunciation=b'OK', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Mumtaaz widodo,Makasih gopay Pake gopay later pas lg gk ada doku adalah jalan terbaik Mantaff deh Tingkatin lg fiturnya biar makin jozzz Ayo friends pake apk ini dijamin puas pokoke Jempol buat gojek,0.9995391368865967,2022-02-19 08:56:09,4.37.1,"Translated(src=id, dest=en, text=Thank you, Gopay. Using Spaylater when you don't have money is the best way. That's great. Improve the features so they are even more fun. Come on, friends, use this apk. Guaranteed satisfaction. Thumbs up for Gojek.', pronunciation=Thank you, Gopay. Using Spaylater when you don't have money is the best way. That's great. Improve the features so they are even more fun. Come on, friends, use this apk. Guaranteed satisfaction. Thumbs up for Gojek.', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995391368865967}]"
