userName,content,score,at,appVersion,text,label,sentiment
muhammad ridho,Sangat membantu sukses slalu,0.9997032284736633,2022-03-27 05:30:05,4.40.1,"Translated(src=id, dest=en, text=Very helpful for success always', pronunciation=Very helpful for success always', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997032284736633}]"
Fhatur Ananda Sidiq,GO FOOD DI DEKET RUMAH GUA GA ADA SEMUA TERUS MAU MAKAN APA,0.9992571473121643,2022-03-27 06:04:30,4.40.1,"Translated(src=id, dest=en, text=b'GO FOOD NEAR MY HOUSE THERE'S NOTHING EVERYTHING YOU WANT TO EAT', pronunciation=b'GO FOOD NEAR MY HOUSE THERE'S NOTHING EVERYTHING YOU WANT TO EAT', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992571473121643}]"
Listine Umiati,Titik rmh sy kok g berubah ya,0.9743492007255554,2022-03-27 06:01:49,4.40.1,"Translated(src=id, dest=en, text=b'How come my home point hasn't changed?, pronunciation=b'How come my home point hasn't changed?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9743492007255554}]"
Noah Maulana,Tambah Promo doNk yg Lebih banyak Lagi,0.8940525650978088,2022-03-27 06:00:17,4.40.1,"Translated(src=id, dest=en, text=b'Add More Promotions doNk', pronunciation=b'Add More Promotions doNk', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8940525650978088}]"
Pengguna Google,Aplikasinya ada notifikasi server sedang penuh mohon diperbaiki bugnya,0.9981676340103149,2022-05-31 17:52:02,4.40.1,"Translated(src=id, dest=en, text=b'The application has a notification that the server is full, please fix the bug', pronunciation=b'The application has a notification that the server is full, please fix the bug', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981676340103149}]"
Yiyi Apdian,Banyakin donk promonya,0.9734082221984863,2022-03-27 05:48:04,4.40.1,"Translated(src=id, dest=en, text=b'Please give more promotions', pronunciation=b'Please give more promotions', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9734082221984863}]"
Mich Krisma,Gut,0.9978098273277283,2022-03-27 05:40:24,4.40.1,"Translated(src=id, dest=en, text=b'Gut', pronunciation=b'Gut', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978098273277283}]"
sapto nuryahudin,bisa tambah fitur tukerkasih voucer ke orang lain ga ya ,0.98382967710495,2022-05-31 22:00:05,4.40.1,"Translated(src=id, dest=en, text=Can you add a voucher exchange feature to other people?, pronunciation=Can you add a voucher exchange feature to other people?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.98382967710495}]"
Tedjo Soepriyanto,Baikbaik,0.9986165761947632,2022-07-25 06:57:04,4.40.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Ira Kasmiwanto,Mntulll,0.9843007922172546,2022-03-27 05:35:54,4.40.1,"Translated(src=id, dest=en, text=b'Mntulll', pronunciation=b'Mntulll', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9843007922172546}]"
